Domain,Base Domain,Canonical URL,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HTTPS Expired Cert,HTTPS Self Signed Cert,HSTS,HSTS Header,HSTS Max Age,HSTS Entire Domain,HSTS Preload Ready,HSTS Preload Pending,HSTS Preloaded,Base Domain HSTS Preloaded,Domain Supports HTTPS,Domain Enforces HTTPS,Domain Uses Strong HSTS,Unknown Error
preserveamerica.gov,preserveamerica.gov,http://preserveamerica.gov,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
presidentialdocuments.gov,presidentialdocuments.gov,https://presidentialdocuments.gov,True,True,https://www.gpo.gov/fdsys/browse/collection.action?collectionCode=CPD,True,True,False,True,False,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False,True,True,True,False
presidentialinnovationfellows.gov,presidentialinnovationfellows.gov,https://presidentialinnovationfellows.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
presidentialserviceawards.gov,presidentialserviceawards.gov,https://www.presidentialserviceawards.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains; preload ,31536000,True,True,False,False,False,True,True,True,False
presidio.gov,presidio.gov,https://www.presidio.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains; preload ,31536000,True,True,False,False,False,True,True,True,False
presidiotrust.gov,presidiotrust.gov,http://presidiotrust.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
pretrialservices.gov,pretrialservices.gov,https://pretrialservices.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload ,31536000,True,True,False,False,False,True,True,True,False
privacy.gov,privacy.gov,http://privacy.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
privacyshield.gov,privacyshield.gov,https://www.privacyshield.gov,True,False,,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
projectsafechildhood.gov,projectsafechildhood.gov,http://projectsafechildhood.gov,True,True,https://www.justice.gov/psc,True,False,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
projectsafeneighborhoods.gov,projectsafeneighborhoods.gov,http://projectsafeneighborhoods.gov,True,True,https://www.bja.gov/programdetails.aspx?program_id=74,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
promesa.gov,promesa.gov,http://promesa.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
protecciondelconsumidor.gov,protecciondelconsumidor.gov,https://www.protecciondelconsumidor.gov,True,True,https://www.consumidor.ftc.gov/destacado/contenido-centralizado-para-la-semana-nacional-de-proteccion-del-consumidor,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
protectyourmove.gov,protectyourmove.gov,https://www.protectyourmove.gov,True,True,https://www.fmcsa.dot.gov/protect-your-move,True,True,False,True,False,False,False,False,True,max-age=31622400,31622400,False,False,False,False,False,True,True,True,False
psa.gov,psa.gov,https://psa.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload ,31536000,True,True,False,False,False,True,True,True,False
psc.gov,psc.gov,https://psc.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
pscr.gov,pscr.gov,http://pscr.gov,True,True,https://www.nist.gov/ctl/pscr,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
psob.gov,psob.gov,https://www.psob.gov,True,True,https://psob.bja.ojp.gov/,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; always,31536000,False,False,False,False,False,True,True,True,False
ptf.gov,ptf.gov,http://www.ptf.gov,True,True,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
ptt.gov,ptt.gov,http://ptt.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
pubmed.gov,pubmed.gov,http://pubmed.gov,True,True,https://www.ncbi.nlm.nih.gov/pubmed/,True,False,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
pubmedcentral.gov,pubmedcentral.gov,http://pubmedcentral.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
purchasing.gov,purchasing.gov,http://purchasing.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
qart.gov,qart.gov,http://qart.gov,True,True,https://www.dni.gov/dni/qart/login,True,False,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
qatesttwai.gov,qatesttwai.gov,http://qatesttwai.gov,True,False,,False,False,False,True,True,True,False,False,False,,,False,False,False,False,False,False,False,False,False
quic.gov,quic.gov,http://quic.gov,True,True,https://archive.ahrq.gov/quic/,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
rcfl.gov,rcfl.gov,https://www.rcfl.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,False,False,True,True,True,False
read.gov,read.gov,http://read.gov,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
ready.gov,ready.gov,https://www.ready.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
readybusiness.gov,readybusiness.gov,https://www.readybusiness.gov,True,True,https://www.ready.gov/business,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
reaganlibrary.gov,reaganlibrary.gov,https://reaganlibrary.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
realestatesales.gov,realestatesales.gov,https://realestatesales.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
realpropertyprofile.gov,realpropertyprofile.gov,https://www.realpropertyprofile.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
recalls.gov,recalls.gov,https://www.recalls.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True,False
recordsmanagement.gov,recordsmanagement.gov,http://recordsmanagement.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
recoverymonth.gov,recoverymonth.gov,https://recoverymonth.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
recreation.gov,recreation.gov,https://www.recreation.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
reginfo.gov,reginfo.gov,https://reginfo.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
regulations.gov,regulations.gov,https://www.regulations.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000;  includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
relocatefeds.gov,relocatefeds.gov,https://relocatefeds.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False,True,True,True,False
reo.gov,reo.gov,https://reo.gov,True,True,https://www.fs.fed.us/r6/reo/,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload ,31536000,True,True,False,False,False,True,True,True,False
reportband.gov,reportband.gov,https://reportband.gov,True,True,https://www.pwrc.usgs.gov/BBL/bblretrv/,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
reporting.gov,reporting.gov,https://www.reporting.gov,True,False,,False,True,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
republicans.gov,republicans.gov,http://republicans.gov,True,True,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
research.gov,research.gov,https://www.research.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True,False
restorethegulf.gov,restorethegulf.gov,https://restorethegulf.gov,True,False,,True,True,False,True,False,False,False,False,False,"max-age=0, max-age=31536000",0,False,False,False,False,False,True,True,False,False
rivers.gov,rivers.gov,https://rivers.gov,True,False,,False,True,False,True,True,False,False,False,True,max-age=31536000 ; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
rl.gov,rl.gov,http://rl.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
robodeidentidad.gov,robodeidentidad.gov,https://robodeidentidad.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
rocis.gov,rocis.gov,http://rocis.gov,True,False,,True,False,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,False,True,False
rrb.gov,rrb.gov,https://rrb.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
sac.gov,sac.gov,https://sac.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
safecar.gov,safecar.gov,https://www.safecar.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
safecom.gov,safecom.gov,https://www.safecom.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=157680000,157680000,False,False,False,False,False,True,True,True,False
safecomprogram.gov,safecomprogram.gov,http://safecomprogram.gov,True,True,https://www.dhs.gov/safecom,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
safeocs.gov,safeocs.gov,https://safeocs.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
safercar.gov,safercar.gov,https://www.safercar.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
saferproduct.gov,saferproduct.gov,http://saferproduct.gov,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
saferproducts.gov,saferproducts.gov,https://www.saferproducts.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000;includeSubDomains,31536000,False,False,False,False,False,True,True,True,False
safertruck.gov,safertruck.gov,https://www.safertruck.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
safetyact.gov,safetyact.gov,https://safetyact.gov,True,False,,False,True,False,True,False,False,False,False,True,max-age=63072000; includeSubdomains;,63072000,True,False,False,False,False,False,False,True,True
safetyvideos.gov,safetyvideos.gov,http://safetyvideos.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
safeyouth.gov,safeyouth.gov,http://www.safeyouth.gov,True,True,,False,False,False,False,True,True,False,False,False,,,False,False,False,False,False,False,False,False,False
salmonrecovery.gov,salmonrecovery.gov,https://www.salmonrecovery.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
sam.gov,sam.gov,https://www.sam.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
samhsa.gov,samhsa.gov,https://www.samhsa.gov,True,False,,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
sandbox.gov,sandbox.gov,http://sandbox.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
sandia.gov,sandia.gov,http://www.sandia.gov,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
savingsbond.gov,savingsbond.gov,https://savingsbond.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
savingsbonds.gov,savingsbonds.gov,https://savingsbonds.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
savingsbondwizard.gov,savingsbondwizard.gov,https://savingsbondwizard.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
sba.gov,sba.gov,https://www.sba.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
sbir.gov,sbir.gov,https://www.sbir.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
sbst.gov,sbst.gov,https://sbst.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
sc-us.gov,sc-us.gov,http://sc-us.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
scidac.gov,scidac.gov,http://www.scidac.gov,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
science.gov,science.gov,https://www.science.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
science360.gov,science360.gov,https://science360.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
sciencebase.gov,sciencebase.gov,https://www.sciencebase.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,False,False,False,False,False,True,True,True,False
scijinks.gov,scijinks.gov,https://scijinks.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
scinet-test.gov,scinet-test.gov,http://scinet-test.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
scinet.gov,scinet.gov,http://scinet.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
scra.gov,scra.gov,http://scra.gov,True,True,https://www.justice.gov/servicemembers,True,False,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
scus.gov,scus.gov,http://scus.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
sdr.gov,sdr.gov,http://www.sdr.gov,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
search.gov,search.gov,https://search.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubdomains; preload,31536000,True,True,False,False,False,True,True,True,False
sec.gov,sec.gov,https://www.sec.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31556952,31556952,False,False,False,False,False,True,True,True,False
secretservice.gov,secretservice.gov,https://www.secretservice.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536001; includeSubDomains,31536001,False,False,False,False,False,True,True,True,False
section108.gov,section108.gov,http://section108.gov,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
section508.gov,section508.gov,http://section508.gov,True,False,,True,False,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains; preload ,31536000,True,True,False,False,False,True,False,True,False
securitytestfan.gov,securitytestfan.gov,http://securitytestfan.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
seguridadconsumidor.gov,seguridadconsumidor.gov,http://seguridadconsumidor.gov,True,True,https://www.cpsc.gov/es/SeguridadConsumidor/,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
segurosocial.gov,segurosocial.gov,https://segurosocial.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63113904,63113904,False,False,False,False,False,True,True,True,False
selectagents.gov,selectagents.gov,https://www.selectagents.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
selectusa.gov,selectusa.gov,https://www.selectusa.gov,True,False,,False,True,False,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False,False
sen.gov,sen.gov,http://sen.gov,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
senate.gov,senate.gov,https://www.senate.gov,True,False,,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
senatecalendar.gov,senatecalendar.gov,https://senatecalendar.gov,True,True,https://www.gpo.gov/fdsys/browse/collection.action?collectionCode=CCAL,True,True,False,True,False,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False,True,True,True,False
seniorcorps.gov,seniorcorps.gov,http://seniorcorps.gov,True,True,https://www.nationalservice.gov/programs/senior-corps,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
sentinel.gov,sentinel.gov,https://sentinel.gov,True,True,https://www.ftc.gov/enforcement/consumer-sentinel-network,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
serve.gov,serve.gov,https://www.serve.gov,True,True,https://www.nationalservice.gov/serve,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
service.gov,service.gov,http://service.gov,True,True,https://www.nationalservice.gov/serve,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
servicemembers.gov,servicemembers.gov,http://servicemembers.gov,True,True,https://www.justice.gov/servicemembers,True,False,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
sftool.gov,sftool.gov,https://sftool.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
sharetheroadsafely.gov,sharetheroadsafely.gov,https://sharetheroadsafely.gov,True,True,,False,True,False,True,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
sierrawild.gov,sierrawild.gov,http://sierrawild.gov,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
sigar.gov,sigar.gov,http://sigar.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
sigtarp.gov,sigtarp.gov,https://www.sigtarp.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False,True,True,True,False
siteidiq.gov,siteidiq.gov,https://www.siteidiq.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
sji.gov,sji.gov,http://www.sji.gov,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
slgs.gov,slgs.gov,https://slgs.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
smart.gov,smart.gov,https://smart.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000;includeSubDomains;preload,31536000,True,True,False,False,False,True,True,True,False
smartcheck.gov,smartcheck.gov,https://smartcheck.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
smarterskies.gov,smarterskies.gov,http://www.smarterskies.gov,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
smartgrid.gov,smartgrid.gov,https://www.smartgrid.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
smokefree.gov,smokefree.gov,https://smokefree.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False,True,True,True,False
smokeybear.gov,smokeybear.gov,https://smokeybear.gov,True,True,https://smokeybear.com/en,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
snap.gov,snap.gov,https://snap.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False,True,True,True,False
sns.gov,sns.gov,http://sns.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
socialsecurity.gov,socialsecurity.gov,https://socialsecurity.gov,True,True,https://www.ssa.gov/,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
solardecathlon.gov,solardecathlon.gov,https://www.solardecathlon.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
spaceweather.gov,spaceweather.gov,http://spaceweather.gov,True,True,http://www.swpc.noaa.gov/,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
speaker.gov,speaker.gov,https://www.speaker.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True,False
spectrum.gov,spectrum.gov,https://spectrum.gov,True,True,https://www.ntia.doc.gov/other-publication/2017/federal-government-spectrum-compendium,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False,False,False,True,True,True,False
srs.gov,srs.gov,https://www.srs.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=3600; includeSubDomains,3600,False,False,False,False,False,True,True,False,False
ssa.gov,ssa.gov,https://www.ssa.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63113904,63113904,False,False,False,False,False,True,True,True,False
ssab.gov,ssab.gov,http://ssab.gov,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
sss.gov,sss.gov,https://www.sss.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,False,False,True,True,True,False
standards.gov,standards.gov,https://standards.gov,True,True,https://www.nist.gov/standardsgov,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
state.gov,state.gov,https://www.state.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False,True,True,True,False
stateoig.gov,stateoig.gov,https://www.stateoig.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
stb.gov,stb.gov,https://www.stb.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True,False
stennis.gov,stennis.gov,https://stennis.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
stopalcoholabuse.gov,stopalcoholabuse.gov,http://stopalcoholabuse.gov,True,False,,False,False,False,False,True,True,False,False,False,,,False,False,False,False,False,False,False,False,False
stopbullying.gov,stopbullying.gov,https://www.stopbullying.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000;includeSubDomains;preload,31536000,True,True,False,False,False,True,True,True,False
stopfakes.gov,stopfakes.gov,https://www.stopfakes.gov,True,False,,False,True,False,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False,False
stopfraud.gov,stopfraud.gov,https://www.stopfraud.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
stopmedicarefraud.gov,stopmedicarefraud.gov,http://www.stopmedicarefraud.gov,True,False,,True,False,False,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,False,True,False
strategicsourcing.gov,strategicsourcing.gov,http://strategicsourcing.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
strongports.gov,strongports.gov,https://strongports.gov,True,True,https://www.marad.dot.gov/ports/strongports/,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
studentaid.gov,studentaid.gov,https://studentaid.gov,True,True,https://studentaid.ed.gov/sa/,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
studentloans.gov,studentloans.gov,https://studentloans.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
supportfan.gov,supportfan.gov,http://supportfan.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
supreme-court.gov,supreme-court.gov,http://supreme-court.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
supremecourt.gov,supremecourt.gov,https://www.supremecourt.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=300,300,False,False,False,False,False,True,True,False,False
supremecourtus.gov,supremecourtus.gov,http://www.supremecourtus.gov,True,True,https://www.supremecourt.gov/,True,False,False,True,False,False,False,False,True,max-age=300,300,False,False,False,False,False,True,True,False,False
surgeongeneral.gov,surgeongeneral.gov,http://www.surgeongeneral.gov,True,False,,True,False,False,False,False,False,False,False,True,max-age=31536000;includeSubDomains;,31536000,True,True,False,False,False,True,False,True,False
sustainability.gov,sustainability.gov,https://www.sustainability.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
sustainablecommunities.gov,sustainablecommunities.gov,https://www.sustainablecommunities.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31622400,31622400,False,False,False,False,False,True,True,True,False
sworm.gov,sworm.gov,http://sworm.gov,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
swpa.gov,swpa.gov,https://swpa.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
symbols.gov,symbols.gov,https://symbols.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
taaps.gov,taaps.gov,https://taaps.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
tax.gov,tax.gov,http://tax.gov,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
taxreform.gov,taxreform.gov,http://taxreform.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
tcis.gov,tcis.gov,http://tcis.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
teachingprimarysources.gov,teachingprimarysources.gov,http://teachingprimarysources.gov,True,True,https://www.loc.gov/teachers/tps/,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
teachingwithprimarysources.gov,teachingwithprimarysources.gov,http://teachingwithprimarysources.gov,True,True,https://www.loc.gov/teachers/tps/,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
techtrack.gov,techtrack.gov,http://techtrack.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
telework.gov,telework.gov,https://telework.gov,True,False,,True,True,False,True,False,False,False,False,True,"max-age=31536000, max-age=31536000",31536000,False,False,False,False,False,True,True,True,False
tfhrc.gov,tfhrc.gov,http://www.tfhrc.gov,True,True,https://www.fhwa.dot.gov/research/,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
thecoolspot.gov,thecoolspot.gov,https://www.thecoolspot.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
thepeoplesgarden.gov,thepeoplesgarden.gov,http://thepeoplesgarden.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
